model,model_tag,setting,project,approach,k_label,k,used_v2,total_issues,invalid_count,invalid_rate,accuracy,f1_macro,precision_macro,recall_macro,f1_weighted,precision_weighted,recall_weighted,f1_bug,precision_bug,recall_bug,support_bug,f1_feature,precision_feature,recall_feature,support_feature,f1_question,precision_question,recall_question,support_question,source_path,top_k
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k1,1.0,True,300.0,0.0,0.0,0.7067,0.6958,0.7359,0.7067,0.6958,0.7359,0.7067,0.686,0.5845,0.83,100.0,0.8431,0.8269,0.86,100.0,0.5584,0.7963,0.43,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_k1.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k3,3.0,True,300.0,0.0,0.0,0.7267,0.7213,0.7519,0.7267,0.7213,0.7519,0.7267,0.7054,0.6028,0.85,100.0,0.8571,0.875,0.84,100.0,0.6012,0.7778,0.49,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_k3.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k6,6.0,True,300.0,17.0,0.0567,0.7167,0.7345,0.7753,0.7167,0.7345,0.7753,0.7167,0.7,0.6417,0.77,100.0,0.8528,0.866,0.84,100.0,0.6506,0.8182,0.54,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_k6.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k9,9.0,True,300.0,20.0,0.0667,0.74,0.764,0.8027,0.74,0.764,0.8027,0.74,0.7358,0.6964,0.78,100.0,0.8469,0.8646,0.83,100.0,0.7093,0.8472,0.61,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_k9.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k1,1.0,True,300.0,0.0,0.0,0.7033,0.6939,0.729,0.7033,0.6939,0.729,0.7033,0.6723,0.5852,0.79,100.0,0.8325,0.7982,0.87,100.0,0.5769,0.8036,0.45,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k1.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k3,3.0,True,300.0,0.0,0.0,0.73,0.7233,0.7396,0.73,0.7233,0.7396,0.73,0.6847,0.623,0.76,100.0,0.8626,0.8198,0.91,100.0,0.6228,0.7761,0.52,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k3.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k6,6.0,True,300.0,4.0,0.0133,0.7533,0.7535,0.7693,0.7533,0.7535,0.7693,0.7533,0.7281,0.6752,0.79,100.0,0.8696,0.8411,0.9,100.0,0.6628,0.7917,0.57,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k6.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k9,9.0,True,300.0,17.0,0.0567,0.76,0.7812,0.8082,0.76,0.7812,0.8082,0.76,0.7549,0.7404,0.77,100.0,0.8485,0.8571,0.84,100.0,0.7403,0.8272,0.67,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k9.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,zero_shot,0.0,True,300.0,0.0,0.0,0.6867,0.6719,0.7143,0.6867,0.6719,0.7143,0.6867,0.6638,0.5778,0.78,100.0,0.8186,0.7652,0.88,100.0,0.5333,0.8,0.4,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_zero_shot.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ft,finetune_fixed,,False,300.0,10.0,0.0333,0.5367,0.5353,0.5634,0.5367,0.5353,0.5634,0.5367,0.582,0.4931,0.71,100.0,0.6703,0.7439,0.61,100.0,0.3537,0.4531,0.29,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/eval_finetune_fixed.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k1,1.0,False,300.0,0.0,0.0,0.6867,0.6836,0.6958,0.6867,0.6836,0.6958,0.6867,0.621,0.5714,0.68,100.0,0.8134,0.7798,0.85,100.0,0.6163,0.7361,0.53,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/evaluations/eval_k1.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k3,3.0,False,300.0,0.0,0.0,0.68,0.6753,0.6906,0.68,0.6753,0.6906,0.68,0.652,0.5827,0.74,100.0,0.7941,0.7788,0.81,100.0,0.5799,0.7101,0.49,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/evaluations/eval_k3.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k6,6.0,False,300.0,17.0,0.0567,0.65,0.664,0.6967,0.65,0.664,0.6967,0.65,0.614,0.5739,0.66,100.0,0.8119,0.8039,0.82,100.0,0.5663,0.7121,0.47,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/evaluations/eval_k6.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k9,9.0,False,300.0,20.0,0.0667,0.65,0.6668,0.7082,0.65,0.6668,0.7082,0.65,0.6262,0.5877,0.67,100.0,0.7941,0.7788,0.81,100.0,0.5802,0.7581,0.47,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/evaluations/eval_k9.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k1,1.0,False,300.0,0.0,0.0,0.62,0.6212,0.6304,0.62,0.6212,0.6304,0.62,0.6335,0.5785,0.7,100.0,0.6995,0.7711,0.64,100.0,0.5306,0.5417,0.52,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k1.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k3,3.0,False,300.0,0.0,0.0,0.6867,0.6882,0.6943,0.6867,0.6882,0.6943,0.6867,0.6458,0.6739,0.62,100.0,0.7644,0.8022,0.73,100.0,0.6544,0.6068,0.71,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k3.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k6,6.0,False,300.0,4.0,0.0133,0.7333,0.7336,0.7584,0.7333,0.7336,0.7584,0.7333,0.6467,0.806,0.54,100.0,0.8317,0.8235,0.84,100.0,0.7225,0.6457,0.82,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k6.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k9,9.0,False,300.0,17.0,0.0567,0.6833,0.6953,0.7274,0.6833,0.6953,0.7274,0.6833,0.5818,0.7385,0.48,100.0,0.8058,0.783,0.83,100.0,0.6981,0.6607,0.74,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k9.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ft,finetune_fixed,,False,300.0,1.0,0.0033,0.4133,0.389,0.4244,0.4133,0.389,0.4244,0.4133,0.3529,0.3793,0.33,100.0,0.5224,0.4167,0.7,100.0,0.2917,0.4773,0.21,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/eval_finetune_fixed.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k1,1.0,False,300.0,0.0,0.0,0.6567,0.6418,0.6918,0.6567,0.6418,0.6918,0.6567,0.6446,0.5493,0.78,100.0,0.7773,0.7387,0.82,100.0,0.5034,0.7872,0.37,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/evaluations/eval_k1.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k3,3.0,False,300.0,0.0,0.0,0.7033,0.694,0.7364,0.7033,0.694,0.7364,0.7033,0.6917,0.5929,0.83,100.0,0.8058,0.783,0.83,100.0,0.5844,0.8333,0.45,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/evaluations/eval_k3.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k6,6.0,False,300.0,17.0,0.0567,0.6833,0.6936,0.7562,0.6833,0.6936,0.7562,0.6833,0.6697,0.6116,0.74,100.0,0.8152,0.7748,0.86,100.0,0.596,0.8824,0.45,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/evaluations/eval_k6.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag,k9,9.0,False,300.0,20.0,0.0667,0.6633,0.6784,0.736,0.6633,0.6784,0.736,0.6633,0.6606,0.6033,0.73,100.0,0.7902,0.7714,0.81,100.0,0.5844,0.8333,0.45,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/evaluations/eval_k9.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k1,1.0,False,300.0,0.0,0.0,0.6533,0.6353,0.6832,0.6533,0.6353,0.6832,0.6533,0.6478,0.5442,0.8,100.0,0.7923,0.7664,0.82,100.0,0.4658,0.7391,0.34,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k1.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k3,3.0,False,300.0,0.0,0.0,0.6967,0.6911,0.7204,0.6967,0.6911,0.7204,0.6967,0.6807,0.587,0.81,100.0,0.8,0.8,0.8,100.0,0.5926,0.7742,0.48,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k3.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k6,6.0,False,300.0,4.0,0.0133,0.7167,0.7159,0.7408,0.7167,0.7159,0.7408,0.7167,0.6906,0.626,0.77,100.0,0.8269,0.7963,0.86,100.0,0.6303,0.8,0.52,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k6.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,opencv_opencv,ragtag_debias,k9,9.0,False,300.0,17.0,0.0567,0.69,0.7057,0.7386,0.69,0.7057,0.7386,0.69,0.6667,0.6364,0.7,100.0,0.8195,0.8,0.84,100.0,0.631,0.7794,0.53,100.0,results/issues11k/project_specific/opencv_opencv/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k9.csv,0.0
,,project_specific,opencv_opencv,vtag,k1,1.0,False,300.0,0.0,0.0,0.5167,0.5188,0.5355,0.5167,0.5188,0.5355,0.5167,0.4786,0.4179,0.56,100.0,0.4914,0.5733,0.43,100.0,0.5864,0.6154,0.56,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k1.csv,1.0
,,project_specific,opencv_opencv,vtag,k10,10.0,False,300.0,0.0,0.0,0.6033,0.6011,0.6087,0.6033,0.6011,0.6087,0.6033,0.5767,0.5391,0.62,100.0,0.5568,0.6447,0.49,100.0,0.6699,0.6422,0.7,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k10.csv,10.0
,,project_specific,opencv_opencv,vtag,k11,11.0,False,300.0,0.0,0.0,0.6067,0.605,0.6144,0.6067,0.605,0.6144,0.6067,0.5753,0.5294,0.63,100.0,0.56,0.6533,0.49,100.0,0.6796,0.6604,0.7,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k11.csv,11.0
,,project_specific,opencv_opencv,vtag,k12,12.0,False,300.0,0.0,0.0,0.6133,0.6118,0.6218,0.6133,0.6118,0.6218,0.6133,0.5909,0.5417,0.65,100.0,0.5714,0.6667,0.5,100.0,0.6732,0.6571,0.69,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k12.csv,12.0
,,project_specific,opencv_opencv,vtag,k13,13.0,False,300.0,0.0,0.0,0.63,0.6288,0.6418,0.63,0.6288,0.6418,0.63,0.6154,0.562,0.68,100.0,0.6012,0.7123,0.52,100.0,0.6699,0.6509,0.69,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k13.csv,13.0
,,project_specific,opencv_opencv,vtag,k14,14.0,False,300.0,0.0,0.0,0.6267,0.6255,0.6406,0.6267,0.6255,0.6406,0.6267,0.6036,0.5492,0.67,100.0,0.5965,0.7183,0.51,100.0,0.6763,0.6542,0.7,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k14.csv,14.0
,,project_specific,opencv_opencv,vtag,k15,15.0,False,300.0,0.0,0.0,0.6333,0.6329,0.6404,0.6333,0.6329,0.6404,0.6333,0.5905,0.5636,0.62,100.0,0.6257,0.7089,0.56,100.0,0.6825,0.6486,0.72,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k15.csv,15.0
,,project_specific,opencv_opencv,vtag,k16,16.0,False,300.0,0.0,0.0,0.6333,0.6328,0.642,0.6333,0.6328,0.642,0.6333,0.5926,0.5517,0.64,100.0,0.6102,0.7013,0.54,100.0,0.6957,0.6729,0.72,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k16.csv,16.0
,,project_specific,opencv_opencv,vtag,k17,17.0,False,300.0,0.0,0.0,0.63,0.6304,0.6358,0.63,0.6304,0.6358,0.63,0.581,0.5545,0.61,100.0,0.6339,0.6988,0.58,100.0,0.6763,0.6542,0.7,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k17.csv,17.0
,,project_specific,opencv_opencv,vtag,k18,18.0,False,300.0,0.0,0.0,0.6233,0.6233,0.6303,0.6233,0.6233,0.6303,0.6233,0.5714,0.5455,0.6,100.0,0.6222,0.7,0.56,100.0,0.6762,0.6455,0.71,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k18.csv,18.0
,,project_specific,opencv_opencv,vtag,k19,19.0,False,300.0,0.0,0.0,0.6267,0.6258,0.6273,0.6267,0.6258,0.6273,0.6267,0.5528,0.5556,0.55,100.0,0.6421,0.6778,0.61,100.0,0.6825,0.6486,0.72,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k19.csv,19.0
,,project_specific,opencv_opencv,vtag,k2,2.0,False,300.0,0.0,0.0,0.5167,0.5188,0.5355,0.5167,0.5188,0.5355,0.5167,0.4786,0.4179,0.56,100.0,0.4914,0.5733,0.43,100.0,0.5864,0.6154,0.56,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k2.csv,2.0
,,project_specific,opencv_opencv,vtag,k20,20.0,False,300.0,0.0,0.0,0.6333,0.6324,0.6363,0.6333,0.6324,0.6363,0.6333,0.5686,0.5577,0.58,100.0,0.6304,0.6905,0.58,100.0,0.6981,0.6607,0.74,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k20.csv,20.0
,,project_specific,opencv_opencv,vtag,k25,25.0,False,300.0,0.0,0.0,0.6167,0.615,0.6142,0.6167,0.615,0.6142,0.6167,0.5389,0.5591,0.52,100.0,0.62,0.62,0.62,100.0,0.686,0.6636,0.71,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k25.csv,25.0
,,project_specific,opencv_opencv,vtag,k3,3.0,False,300.0,0.0,0.0,0.5233,0.5235,0.5378,0.5233,0.5235,0.5378,0.5233,0.4891,0.4341,0.56,100.0,0.4884,0.5833,0.42,100.0,0.593,0.596,0.59,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k3.csv,3.0
,,project_specific,opencv_opencv,vtag,k30,30.0,False,300.0,0.0,0.0,0.64,0.6354,0.6361,0.64,0.6354,0.6361,0.64,0.5385,0.5976,0.49,100.0,0.6473,0.6262,0.67,100.0,0.7204,0.6847,0.76,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k30.csv,30.0
,,project_specific,opencv_opencv,vtag,k4,4.0,False,300.0,0.0,0.0,0.5567,0.5553,0.5668,0.5567,0.5553,0.5668,0.5567,0.5333,0.48,0.6,100.0,0.5087,0.6027,0.44,100.0,0.6238,0.6176,0.63,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k4.csv,4.0
,,project_specific,opencv_opencv,vtag,k5,5.0,False,300.0,0.0,0.0,0.5433,0.5443,0.5559,0.5433,0.5443,0.5559,0.5433,0.4977,0.4545,0.55,100.0,0.5371,0.6267,0.47,100.0,0.598,0.5865,0.61,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k5.csv,5.0
,,project_specific,opencv_opencv,vtag,k6,6.0,False,300.0,0.0,0.0,0.56,0.5602,0.5692,0.56,0.5602,0.5692,0.56,0.5138,0.4746,0.56,100.0,0.5424,0.6234,0.48,100.0,0.6244,0.6095,0.64,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k6.csv,6.0
,,project_specific,opencv_opencv,vtag,k7,7.0,False,300.0,0.0,0.0,0.61,0.6097,0.6211,0.61,0.6097,0.6211,0.61,0.5845,0.5378,0.64,100.0,0.5943,0.6933,0.52,100.0,0.6505,0.6321,0.67,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k7.csv,7.0
,,project_specific,opencv_opencv,vtag,k8,8.0,False,300.0,0.0,0.0,0.59,0.5865,0.5973,0.59,0.5865,0.5973,0.59,0.5571,0.5126,0.61,100.0,0.5263,0.6338,0.45,100.0,0.6762,0.6455,0.71,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k8.csv,8.0
,,project_specific,opencv_opencv,vtag,k9,9.0,False,300.0,0.0,0.0,0.5967,0.5942,0.6077,0.5967,0.5942,0.6077,0.5967,0.5662,0.521,0.62,100.0,0.5529,0.6714,0.47,100.0,0.6635,0.6306,0.7,100.0,results/issues11k/project_specific/opencv_opencv/vtag/evaluations/eval_k9.csv,9.0
,,project_specific,opencv_opencv,vtag_debias,k1,1.0,False,300.0,0.0,0.0,0.5167,0.5188,0.5355,0.5167,0.5188,0.5355,0.5167,0.4786,0.4179,0.56,100.0,0.4914,0.5733,0.43,100.0,0.5864,0.6154,0.56,100.0,results/issues11k/project_specific/opencv_opencv/vtag_debias_m3/evaluations/eval_k1.csv,1.0
,,project_specific,opencv_opencv,vtag_debias,k3,3.0,False,300.0,0.0,0.0,0.5967,0.566,0.6052,0.5967,0.566,0.6052,0.5967,0.3688,0.6341,0.26,100.0,0.6326,0.5913,0.68,100.0,0.6967,0.5903,0.85,100.0,results/issues11k/project_specific/opencv_opencv/vtag_debias_m3/evaluations/eval_k3.csv,3.0
,,project_specific,opencv_opencv,vtag_debias,k6,6.0,False,300.0,0.0,0.0,0.6167,0.5937,0.6265,0.6167,0.5937,0.6265,0.6167,0.4295,0.6531,0.32,100.0,0.6471,0.6346,0.66,100.0,0.7045,0.5918,0.87,100.0,results/issues11k/project_specific/opencv_opencv/vtag_debias_m3/evaluations/eval_k6.csv,6.0
,,project_specific,opencv_opencv,vtag_debias,k9,9.0,False,300.0,0.0,0.0,0.6133,0.6031,0.6156,0.6133,0.6031,0.6156,0.6133,0.5114,0.5921,0.45,100.0,0.5978,0.6548,0.55,100.0,0.7,0.6,0.84,100.0,results/issues11k/project_specific/opencv_opencv/vtag_debias_m3/evaluations/eval_k9.csv,9.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ft,finetune_fixed,,False,300.0,0.0,0.0,0.75,0.7455,0.7865,0.75,0.7455,0.7865,0.75,0.8304,0.75,0.93,100.0,0.7089,0.9655,0.56,100.0,0.6972,0.6441,0.76,100.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/evaluations/eval_finetune_fixed.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k1,1.0,False,300.0,0.0,0.0,0.7367,0.7294,0.7586,0.7367,0.7294,0.7586,0.7367,0.7854,0.6599,0.97,100.0,0.7821,0.8861,0.7,100.0,0.6207,0.7297,0.54,100.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/evaluations/eval_k1.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k3,3.0,False,300.0,0.0,0.0,0.7767,0.7728,0.7977,0.7767,0.7728,0.7977,0.7767,0.8167,0.7,0.98,100.0,0.8023,0.9221,0.71,100.0,0.6995,0.7711,0.64,100.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/evaluations/eval_k3.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k6,6.0,False,300.0,11.0,0.0367,0.7467,0.7601,0.7973,0.7467,0.7601,0.7973,0.7467,0.7739,0.6846,0.89,100.0,0.8,0.9333,0.7,100.0,0.7065,0.7738,0.65,100.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/evaluations/eval_k6.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k9,9.0,False,300.0,14.0,0.0467,0.7333,0.7498,0.7862,0.7333,0.7498,0.7862,0.7333,0.7733,0.696,0.87,100.0,0.7771,0.9067,0.68,100.0,0.6989,0.7558,0.65,100.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/evaluations/eval_k9.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k1,1.0,True,300.0,0.0,0.0,0.7433,0.7357,0.7681,0.7433,0.7357,0.7681,0.7433,0.7871,0.6577,0.98,100.0,0.8,0.9,0.72,100.0,0.6199,0.7465,0.53,100.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k1.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k3,3.0,True,300.0,0.0,0.0,0.7667,0.7628,0.7896,0.7667,0.7628,0.7896,0.7667,0.8017,0.6831,0.97,100.0,0.809,0.9231,0.72,100.0,0.6778,0.7625,0.61,100.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k3.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k6,6.0,True,300.0,6.0,0.02,0.7667,0.7734,0.8006,0.7667,0.7734,0.8006,0.7667,0.8018,0.7165,0.91,100.0,0.7931,0.9324,0.69,100.0,0.7254,0.7527,0.7,100.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k6.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag_debias,k9,9.0,True,300.0,10.0,0.0333,0.75,0.7616,0.7927,0.75,0.7616,0.7927,0.75,0.7911,0.712,0.89,100.0,0.7816,0.9189,0.68,100.0,0.712,0.7473,0.68,100.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k9.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ft,finetune_fixed,,False,300.0,0.0,0.0,0.7967,0.7923,0.7949,0.7967,0.7923,0.7949,0.7967,0.8858,0.8151,0.97,100.0,0.7789,0.8222,0.74,100.0,0.712,0.7473,0.68,100.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/evaluations/eval_finetune_fixed.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,tensorflow_tensorflow,ragtag,k1,1.0,True,300.0,0.0,0.0,0.8033,0.8013,0.8212,0.8033,0.8013,0.8212,0.8033,0.8398,0.7405,0.97,100.0,0.8114,0.9467,0.71,100.0,0.7526,0.7766,0.73,100.0,results/issues11k/project_specific/tensorflow_tensorflow/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_k1.csv,0.0
